 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
               23400,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.79594,***************,      210.78999,        0.00000,        0.00000,       13.28487,       12.79594
               23700,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.76696,***************,      210.78999,        0.00000,        0.00000,       13.25589,       12.76696
               24000,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.73831,***************,      210.78999,        0.00000,        0.00000,       13.22724,       12.73831
               24300,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.70997,***************,      210.78999,        0.00000,        0.00000,       13.19890,       12.70997
               24600,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.68195,***************,      210.78999,        0.00000,        0.00000,       13.17087,       12.68195
               24900,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.65424,***************,      210.78999,        0.00000,        0.00000,       13.14316,       12.65424
               25200,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.62684,***************,      210.78999,        0.00000,        0.00000,       13.11576,       12.62684
               25500,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.59974,***************,      210.78999,        0.00000,        0.00000,       13.08866,       12.59974
               25800,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.57295,***************,      210.78999,        0.00000,        0.00000,       13.06187,       12.57295
               26100,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.54646,***************,      210.78999,        0.00000,        0.00000,       13.03538,       12.54646
               26400,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.52025,***************,      210.78999,        0.00000,        0.00000,       13.00917,       12.52025
               26700,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.49433,***************,      210.78999,        0.00000,        0.00000,       12.98325,       12.49433
               27000,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.46869,***************,      210.78999,        0.00000,        0.00000,       12.95760,       12.46869
               27300,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.44333,***************,      210.78999,        0.00000,        0.00000,       12.93224,       12.44333
               27600,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.41825,***************,      210.78999,        0.00000,        0.00000,       12.90716,       12.41825
               27900,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.39343,***************,      210.78999,        0.00000,        0.00000,       12.88234,       12.39343
               28200,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.36889,***************,      210.78999,        0.00000,        0.00000,       12.85780,       12.36889
               28500,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.34460,***************,      210.78999,        0.00000,        0.00000,       12.83350,       12.34460
               28800,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.32058,***************,      210.78999,        0.00000,        0.00000,       12.80948,       12.32058
               29100,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.29681,***************,      210.78999,        0.00000,        0.00000,       12.78571,       12.29681
               29400,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.27331,***************,      210.78999,        0.00000,        0.00000,       12.76221,       12.27331
               29700,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.25006,***************,      210.78999,        0.00000,        0.00000,       12.73896,       12.25006
               30000,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.22705,***************,      210.78999,        0.00000,        0.00000,       12.71595,       12.22705
               30300,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.20428,***************,      210.78999,        0.00000,        0.00000,       12.69317,       12.20428
               30600,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.18176,***************,      210.78999,        0.00000,        0.00000,       12.67065,       12.18176
               30900,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.15947,***************,      210.78999,        0.00000,        0.00000,       12.64836,       12.15947
               31200,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.13741,***************,      210.78999,        0.00000,        0.00000,       12.62630,       12.13741
               31500,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.11559,***************,      210.78999,        0.00000,        0.00000,       12.60448,       12.11559
               31800,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.09399,***************,      210.78999,        0.00000,        0.00000,       12.58288,       12.09399
               32100,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.07262,***************,      210.78999,        0.00000,        0.00000,       12.56151,       12.07262
               32400,               86400,               86400,                   0,             5531044,                   1,        1.00000,       12.05147,***************,      210.78999,        0.00000,        0.00000,       12.54036,       12.05147
