 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
              327600,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.07965,***************,      274.62000,        0.00000,        0.00000,       73.42602,       54.07965
              331200,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.07909,***************,      274.62000,        0.00000,        0.00000,       73.42546,       54.07909
              334800,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.07885,***************,      274.62000,        0.00000,        0.00000,       73.42522,       54.07885
              338400,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08282,***************,      274.62000,        0.00000,        0.00000,       73.42919,       54.08282
              342000,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08532,***************,      274.62000,        0.00000,        0.00000,       73.43169,       54.08532
              345600,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08743,***************,      274.62000,        0.00000,        0.00000,       73.43380,       54.08743
              349200,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08859,***************,      274.62000,        0.00000,        0.00000,       73.43497,       54.08859
              352800,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08931,***************,      274.62000,        0.00000,        0.00000,       73.43568,       54.08931
              356400,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.10828,***************,      274.62000,        0.00000,        0.00000,       73.45466,       54.10828
              360000,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.65834,***************,      274.62000,        0.00000,        0.00000,       74.00481,       54.65834
              363600,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.21287,***************,      274.62000,        0.00000,        0.00000,       73.55927,       54.21287
              367200,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.11829,***************,      274.62000,        0.00000,        0.00000,       73.46467,       54.11829
              370800,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.09948,***************,      274.62000,        0.00000,        0.00000,       73.44585,       54.09948
              374400,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.12395,***************,      274.62000,        0.00000,        0.00000,       73.47034,       54.12395
              378000,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.11943,***************,      274.62000,        0.00000,        0.00000,       73.46581,       54.11943
              381600,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.10286,***************,      274.62000,        0.00000,        0.00000,       73.44924,       54.10286
              385200,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.09335,***************,      274.62000,        0.00000,        0.00000,       73.43973,       54.09335
              388800,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08883,***************,      274.62000,        0.00000,        0.00000,       73.43520,       54.08883
              392400,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08578,***************,      274.62000,        0.00000,        0.00000,       73.43215,       54.08578
              396000,          1000000000,              432000,                   0,             1350180,                   5,        0.27965,       54.08360,***************,      274.62000,        0.00000,        0.00000,       73.42997,       54.08360
